Sample_name	Group	Time_d	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68
50_D1	D1	50	0.006217	0.013512	0.104971	0.043011	0.000904	0.004562	0.026233	0.030785	0.021622	0.004077	0.004216	0.04231	0.027389	0.018958	0.097889	0.020026	0.000183	0.002926	0.023312	0.013616	0.012252	0.024295	0.002703	0.021469	0.001616	0.000119	0.000064	0.000811	0.047049	0.118473	0.010749	0.027458	0.000044	0.003351	0.000835	0.012785	0.002644	0.001112	0.019551	0.007907	0.008649	0.010037	0.016704	0.006766	0.002906	0.038904	0.000084	0.015558	0.002086	0.009662	0.019764	0.000341	0.003608	0.003534	0.008757	0.002387	0.000054	0.000148	0.00003	0.0064	0.000751	0.002303	0.006949	0.001216	0.010265	0.00001	0.000069	0.000054
51_D1	D1	51	0.007421	0.006829	0.083302	0.042756	0.001647	0.005402	0.027323	0.040537	0.023206	0.005006	0.005153	0.049444	0.034582	0.018513	0.150233	0.024771	0.000166	0.003095	0.018792	0.011092	0.015033	0.025885	0.001066	0.023245	0.00242	0.000059	0.00001	0.000489	0.046061	0.071907	0.022859	0.002586	0.000029	0.003163	0.000631	0.008971	0.001975	0.000758	0.014817	0.006301	0.005866	0.007729	0.02722	0.0125	0.008237	0.034098	0.000039	0.021593	0.000176	0.006595	0.017482	0.0009	0.005133	0.001481	0.012143	0.000939	0.000064	0.000083	0.00002	0.00748	0.001251	0.000733	0.012652	0.002009	0.005993	0.00001	0.000015	0.000024
52_D1	D1	52	0.007352	0.005574	0.069118	0.063371	0.001086	0.00549	0.040269	0.028592	0.035114	0.002355	0.004379	0.034769	0.022633	0.013326	0.223617	0.018036	0.000178	0.002493	0.036324	0.005851	0.011766	0.035904	0.001002	0.025432	0.003165	0.000143	0.000005	0.000563	0.044076	0.023803	0.02719	0.000973	0.000346	0.00316	0.000553	0.009677	0.002612	0.001392	0.010235	0.005717	0.004177	0.005342	0.017789	0.008788	0.005634	0.046564	0.000064	0.016204	0.000207	0.004281	0.019211	0.001121	0.00397	0.001768	0.011272	0.000509	0.000168	0.000109	0.000049	0.005683	0.001318	0.001086	0.008379	0.000528	0.008073	0.00001	0.000035	0.00002
53_D1	D1	53	0.004446	0.003117	0.06987	0.034378	0.004183	0.006574	0.040455	0.074685	0.004006	0.004068	0.0025	0.041148	0.022737	0.01145	0.220334	0.031625	0.000038	0.001807	0.009447	0.011847	0.015566	0.009447	0.000153	0.006951	0.005431	0.000033	0.000014	0.000865	0.05679	0.031314	0.053224	0.000253	0.000096	0.0036	0.000373	0.005775	0.00152	0.000583	0.006932	0.003911	0.002017	0.007597	0.025333	0.010451	0.010398	0.036276	0.000081	0.024979	0.000067	0.002739	0.014878	0.001367	0.004809	0.001559	0.004781	0.000545	0.00011	0.000105	0.000019	0.007649	0.008199	0.000373	0.02563	0.001688	0.006683	0.000048	0.000062	0.00001
56_D1	D1	56	0.003975	0.005786	0.054947	0.049524	0.014565	0.001151	0.01995	0.06028	0.008285	0.01176	0.000505	0.03552	0.011741	0.003442	0.2541	0.0265	0.000014	0.000443	0.014565	0.01829	0.008525	0.015183	0.000028	0.015683	0.002155	0.000009	0	0.000325	0.030927	0.075901	0.0298	0.001198	0.00009	0.001221	0.000075	0.000594	0.000075	0.000038	0.001863	0.000632	0.000561	0.00736	0.035553	0.003357	0.003999	0.034586	0.000024	0.049152	0.000165	0.001782	0.007672	0.000721	0.000538	0.003871	0.007615	0.004197	0.000108	0.000245	0	0.000443	0.001518	0.000839	0.009129	0.006889	0.039981	0.000009	0.000014	0.000005
57_D1	D1	57	0.004584	0.005277	0.046806	0.038581	0.02018	0.001339	0.017397	0.064156	0.010535	0.009323	0.000523	0.041434	0.010719	0.003202	0.255308	0.023118	0.000024	0.000457	0.013705	0.017015	0.004923	0.011983	0.000057	0.013521	0.001547	0	0.000005	0.000278	0.015167	0.077125	0.015879	0.002283	0.000123	0.000849	0.000151	0.000976	0.000241	0.000085	0.002146	0.000613	0.000783	0.006381	0.03313	0.002278	0.002844	0.084892	0.000042	0.045665	0.000255	0.002438	0.008918	0.000637	0.000476	0.003608	0.006371	0.005244	0.000071	0.000071	0.000005	0.000481	0.000575	0.001014	0.006244	0.006159	0.04973	0.000019	0.000033	0.000005
58_D1	D1	58	0.00595	0.010506	0.048525	0.050344	0.018593	0.001316	0.018366	0.030328	0.011382	0.012654	0.000963	0.098472	0.007783	0.002249	0.203653	0.021505	0.000024	0.000474	0.016238	0.014617	0.003221	0.022352	0.000102	0.016441	0.00208	0.000005	0.000005	0.000271	0.013553	0.059432	0.006898	0.001625	0.000058	0.001122	0.000121	0.00043	0.000092	0.000029	0.001616	0.000339	0.000755	0.010535	0.032979	0.001819	0.002805	0.072076	0.000048	0.057062	0.000179	0.004508	0.010878	0.000474	0.000237	0.007173	0.008591	0.004692	0.000077	0.000324	0.00001	0.000213	0.000532	0.001862	0.00446	0.007739	0.06619	0.000019	0.000024	0.000005
59_D1	D1	59	0.004212	0.006335	0.041297	0.056601	0.031359	0.001158	0.026974	0.01807	0.01515	0.011765	0.000599	0.134419	0.005613	0.002049	0.161913	0.015491	0.000025	0.000515	0.018506	0.012522	0.00196	0.024529	0.000119	0.015392	0.001257	0.000005	0.00002	0.000302	0.019288	0.05176	0.003163	0.001297	0.000089	0.001054	0.000094	0.00047	0.000089	0.000025	0.002014	0.000361	0.000762	0.009938	0.029805	0.00145	0.001985	0.095265	0.00003	0.061867	0.000094	0.005142	0.015496	0.000559	0.000183	0.003732	0.009226	0.004751	0.000114	0.000163	0.000015	0.000168	0.000228	0.000831	0.003257	0.007751	0.059283	0.000005	0.00004	0
60_D1	D1	60	0.005358	0.004552	0.034328	0.050702	0.032983	0.002026	0.050847	0.022237	0.013147	0.00957	0.001606	0.231104	0.006664	0.002366	0.126958	0.017865	0.000015	0.00038	0.017439	0.007769	0.001841	0.01928	0.00017	0.013102	0.001956	0.000005	0.00001	0.00013	0.037235	0.031907	0.001756	0.001966	0.000065	0.001096	0.000065	0.00041	0.000035	0.00003	0.002281	0.000325	0.000986	0.00953	0.024948	0.001281	0.001666	0.067196	0.00002	0.062899	0.00006	0.005143	0.020116	0.00061	0.000215	0.003312	0.007134	0.013147	0.00017	0.000285	0.00001	0.00018	0.00057	0.000475	0.002261	0.005573	0.020561	0.00003	0.00004	0
65_D1	D1	65	0.006221	0.00188	0.030039	0.032994	0.028799	0.003252	0.0391	0.017391	0.009647	0.005635	0.002511	0.211992	0.007804	0.003197	0.073988	0.014221	0.000027	0.000659	0.012895	0.003861	0.002685	0.015635	0.000883	0.008513	0.001885	0.000027	0.000023	0.000334	0.033648	0.054113	0.002214	0.001606	0.000032	0.001509	0.000156	0.000874	0.000073	0.000027	0.003325	0.00081	0.001578	0.005059	0.009519	0.000874	0.000796	0.071417	0.000014	0.032852	0.00005	0.003787	0.011811	0.001203	0.00032	0.001994	0.003499	0.186198	0.000215	0.000229	0.000041	0.000169	0.000595	0.000206	0.001157	0.003454	0.028374	0.000027	0.000064	0.000014
66_D1	D1	66	0.006763	0.001773	0.031205	0.043624	0.026955	0.003276	0.042439	0.016567	0.009974	0.007572	0.002711	0.236166	0.008964	0.003809	0.069826	0.01354	0.000051	0.000473	0.013774	0.004342	0.002412	0.016163	0.000588	0.008454	0.001663	0.000014	0.000014	0.000239	0.023836	0.055211	0.002398	0.001976	0.000028	0.001273	0.000147	0.001025	0.000101	0.000041	0.003634	0.001066	0.001332	0.004525	0.00821	0.001121	0.000763	0.052877	0.000051	0.030383	0.000055	0.003267	0.012616	0.000997	0.000446	0.002853	0.003506	0.179508	0.000175	0.000294	0.000014	0.000271	0.00108	0.000165	0.001332	0.003832	0.026133	0.000041	0.000069	0
67_D1	D1	67	0.008511	0.003875	0.041231	0.037738	0.028753	0.003577	0.0421	0.014709	0.00918	0.009124	0.002736	0.208414	0.009649	0.003633	0.065241	0.012734	0.000084	0.000734	0.012023	0.006105	0.002383	0.01515	0.000641	0.007823	0.001919	0.000009	0.000014	0.000339	0.025501	0.060623	0.002328	0.002532	0.000051	0.001556	0.000302	0.000952	0.000149	0.000037	0.003652	0.000994	0.001672	0.004242	0.008321	0.001194	0.000702	0.066175	0.000051	0.033863	0.000242	0.003484	0.012599	0.00105	0.000344	0.005268	0.003377	0.173534	0.000163	0.000395	0.000028	0.000181	0.000887	0.000451	0.001278	0.005027	0.028265	0.000046	0.000037	0.000019
69_D1	D1	69	0.007544	0.002127	0.040621	0.048245	0.037294	0.003134	0.044445	0.02239	0.009761	0.008725	0.00233	0.254787	0.010545	0.004103	0.066845	0.015017	0.000057	0.000359	0.013428	0.007336	0.003337	0.01348	0.000227	0.007307	0.002132	0.000005	0.000014	0.000213	0.050996	0.047602	0.004632	0.002321	0.000005	0.001319	0.000109	0.001323	0.000147	0.00009	0.004008	0.0013	0.001262	0.004226	0.008829	0.001886	0.0007	0.052617	0.000033	0.029811	0.000255	0.002671	0.010895	0.001092	0.000548	0.002609	0.003082	0.117864	0.000222	0.000378	0.000028	0.00034	0.00182	0.000321	0.002009	0.004325	0.012445	0.000024	0.000043	0.000005
70_D1	D1	70	0.006448	0.004473	0.054368	0.047637	0.036357	0.002613	0.036884	0.016994	0.011074	0.011314	0.002253	0.252097	0.010427	0.003615	0.077546	0.015652	0.000048	0.000882	0.018044	0.01174	0.00326	0.017632	0.000657	0.01082	0.001937	0.000014	0.000014	0.000331	0.030082	0.03814	0.002804	0.00255	0.000034	0.001429	0.000211	0.003226	0.000676	0.000264	0.004482	0.001956	0.002133	0.005014	0.010379	0.001582	0.000547	0.053486	0.000077	0.031573	0.001045	0.003802	0.012541	0.000882	0.00057	0.004617	0.004401	0.096262	0.000139	0.000077	0.000014	0.000547	0.000614	0.000585	0.000709	0.00443	0.022958	0.000014	0.000019	0
71_D1	D1	71	0.005836	0.014497	0.076883	0.041138	0.036422	0.0014	0.011761	0.012173	0.014738	0.009781	0.001066	0.168808	0.008975	0.003586	0.078519	0.008946	0.000103	0.001277	0.024033	0.016177	0.002275	0.01857	0.0011	0.014748	0.001886	0.000108	0.000049	0.00026	0.033706	0.067509	0.001577	0.00789	0.000123	0.001916	0.000265	0.00422	0.000904	0.000496	0.006013	0.002338	0.00396	0.003709	0.008582	0.000653	0.000255	0.120546	0.000049	0.018319	0.002957	0.005389	0.009825	0.000526	0.000388	0.006323	0.004019	0.060607	0.000133	0.000039	0.00002	0.000319	0.000231	0.002923	0.000531	0.00335	0.044253	0.000005	0.000015	0
72_D1	D1	72	0.021469	0.038325	0.015103	0.047089	0.042328	0.003632	0.01169	0.016374	0.011441	0.012772	0.003261	0.195065	0.010948	0.007666	0.08646	0.012264	0.000066	0.001489	0.015119	0.010684	0.002931	0.015561	0.004704	0.014641	0.003099	0.003312	0.000142	0.000396	0.082899	0.012304	0.004105	0.000706	0.020417	0.002611	0.000396	0.003221	0.000401	0.000224	0.00884	0.002576	0.004623	0.004841	0.0098	0.001077	0.000396	0.118389	0.000076	0.01995	0.000803	0.006066	0.008692	0.000711	0.000742	0.011639	0.004593	0.021306	0.000163	0.000325	0.000015	0.000488	0.000549	0.00983	0.001077	0.004735	0.022338	0	0.000046	0
73_D1	D1	73	0.009688	0.025847	0.012348	0.030803	0.030271	0.002726	0.011087	0.019579	0.018971	0.009861	0.001677	0.179445	0.021216	0.011016	0.10388	0.017644	0.000228	0.00263	0.021439	0.006273	0.005249	0.022984	0.001064	0.020922	0.002984	0.000304	0.000101	0.000892	0.04422	0.015201	0.002138	0.001226	0.004646	0.003299	0.000659	0.007575	0.001378	0.000552	0.01439	0.004429	0.007965	0.00756	0.012962	0.001586	0.000486	0.141016	0.000172	0.02189	0.000345	0.010671	0.006709	0.000725	0.000927	0.009293	0.005888	0.016058	0.000111	0.000345	0.000091	0.000831	0.000644	0.007499	0.000902	0.002802	0.051552	0.000015	0.000091	0.00002
74_D1	D1	74	0.008585	0.026704	0.024141	0.03454	0.02106	0.002468	0.007921	0.01536	0.017677	0.010414	0.001443	0.159706	0.019396	0.010248	0.101141	0.014857	0.000191	0.002719	0.020522	0.007745	0.003569	0.030293	0.000754	0.022643	0.002975	0.000181	0.000085	0.000925	0.012641	0.020316	0.001161	0.001819	0.003332	0.003187	0.000714	0.007469	0.001181	0.000397	0.014993	0.00387	0.008761	0.008911	0.012771	0.001191	0.000367	0.136842	0.000216	0.027383	0.000256	0.01144	0.00866	0.000412	0.000603	0.011279	0.005911	0.010515	0.00008	0.000211	0.000045	0.000503	0.000643	0.008027	0.000719	0.003478	0.101292	0.000025	0.000106	0.00001
77_D1	D1	77	0.005561	0.024654	0.112239	0.046448	0.006608	0.00244	0.009113	0.015386	0.013457	0.008096	0.001618	0.111057	0.027871	0.015807	0.11249	0.019975	0.0002	0.001969	0.016678	0.011944	0.004409	0.026167	0.00234	0.016809	0.001468	0.000276	0.00009	0.000456	0.005496	0.033497	0.000296	0.002255	0.000446	0.001879	0.000631	0.015897	0.003622	0.001448	0.021488	0.008682	0.009108	0.010867	0.016819	0.001513	0.000336	0.082114	0.000065	0.041568	0.000155	0.008828	0.016774	0.000115	0.001298	0.008788	0.006874	0.004529	0.000025	0.00002	0.00006	0.001343	0.000471	0.005426	0.000276	0.002199	0.068848	0.000025	0.000185	0.00011
78_D1	D1	78	0.004291	0.01806	0.113755	0.048149	0.007532	0.001985	0.013457	0.009447	0.012482	0.00713	0.001467	0.102484	0.021366	0.016246	0.126709	0.016271	0.000156	0.001698	0.015004	0.011241	0.00402	0.02527	0.002402	0.016366	0.001221	0.000402	0.000065	0.000427	0.00596	0.034999	0.000296	0.001663	0.000392	0.001367	0.000668	0.017251	0.004241	0.001734	0.021642	0.00915	0.008442	0.009854	0.017869	0.001598	0.000246	0.094389	0.00009	0.050651	0.000161	0.007186	0.018738	0.000111	0.001221	0.004749	0.007532	0.002734	0.00002	0.00004	0.00005	0.002342	0.000347	0.003347	0.000131	0.002337	0.067088	0.000035	0.000131	0.000095
79_D1	D1	79	0.003809	0.0146	0.127906	0.048658	0.005954	0.001718	0.011536	0.017113	0.012788	0.005706	0.000944	0.073965	0.028456	0.015618	0.128492	0.018841	0.000189	0.001544	0.012649	0.013458	0.00652	0.023038	0.002761	0.015122	0.000929	0.000665	0.000139	0.000283	0.003536	0.04538	0.000387	0.002443	0.000859	0.001296	0.000715	0.016597	0.003764	0.001599	0.020167	0.009138	0.008492	0.01023	0.018538	0.001818	0.000353	0.095423	0.000055	0.047997	0.000174	0.007116	0.01683	0.000114	0.001107	0.004748	0.007305	0.001584	0.00001	0.000055	0.000124	0.001748	0.000228	0.002662	0.000318	0.001728	0.071715	0.000015	0.000144	0.000084
80_D1	D1	80	0.003828	0.01695	0.112574	0.041757	0.004689	0.001013	0.005428	0.017269	0.012995	0.005086	0.000538	0.070244	0.03276	0.020318	0.126656	0.023916	0.000113	0.001635	0.012589	0.014684	0.007479	0.025913	0.001591	0.017875	0.000558	0.000563	0.000034	0.000196	0.002834	0.049804	0.000225	0.002545	0.000871	0.001008	0.000578	0.011135	0.001586	0.000436	0.023622	0.008326	0.00908	0.013407	0.021747	0.002085	0.000357	0.106656	0.00001	0.038228	0.000186	0.008855	0.013514	0.000098	0.001263	0.00537	0.008238	0.000954	0.000015	0.000078	0.000083	0.000994	0.000132	0.003524	0.000343	0.001464	0.080875	0.00001	0.000108	0.000108
81_D1	D1	81	0.005692	0.019889	0.138681	0.048307	0.005712	0.00217	0.006599	0.014261	0.01527	0.00509	0.001254	0.04698	0.025205	0.013722	0.135218	0.018273	0.000157	0.001489	0.016818	0.01549	0.00533	0.025768	0.001788	0.020227	0.000838	0.000642	0.000137	0.000323	0.001533	0.058115	0.000147	0.003003	0.001151	0.00123	0.000627	0.019218	0.005727	0.002743	0.019478	0.008975	0.008989	0.01063	0.020977	0.00143	0.000157	0.069235	0.000059	0.039798	0.000235	0.008318	0.015603	0.000098	0.001132	0.008112	0.008984	0.000975	0.00002	0.000044	0.000054	0.00316	0.000191	0.004536	0.000191	0.001533	0.082031	0.000024	0.000171	0.000034
84_D1	D1	84	0.005844	0.017283	0.072476	0.043036	0.025444	0.002013	0.008006	0.004793	0.020995	0.004439	0.001181	0.035787	0.013078	0.010687	0.14437	0.010448	0.00007	0.001106	0.02788	0.011917	0.002546	0.026286	0.002053	0.021289	0.000528	0.000812	0.00007	0.000239	0.002157	0.087398	0.000249	0.003592	0.001689	0.000827	0.000279	0.018379	0.007468	0.00423	0.014254	0.007663	0.006337	0.006527	0.017248	0.001335	0.000294	0.115348	0.00002	0.058621	0.000324	0.005201	0.020517	0.000055	0.001096	0.006841	0.006547	0.002093	0.000015	0.00003	0.00003	0.005406	0.000125	0.003991	0.00013	0.001221	0.077583	0.00005	0.000149	0.000005
85_D1	D1	85	0.007654	0.047729	0.060257	0.034779	0.027066	0.001861	0.007083	0.009863	0.018886	0.006398	0.000978	0.029791	0.013526	0.008086	0.130129	0.013287	0.000104	0.001365	0.01899	0.01432	0.003891	0.020951	0.0027	0.018524	0.000769	0.001166	0.000065	0.000288	0.002586	0.109376	0.000481	0.004154	0.00198	0.001256	0.000437	0.015943	0.006403	0.00337	0.012558	0.006249	0.006309	0.00675	0.015997	0.001008	0.000258	0.112523	0.00004	0.059771	0.001995	0.006557	0.018211	0.00006	0.000705	0.016514	0.006314	0.003807	0.00003	0.00005	0.000015	0.003107	0.000114	0.02037	0.000342	0.00278	0.050901	0.00003	0.000124	0.00002
86_D1	D1	86	0.005805	0.048915	0.049411	0.047532	0.040896	0.001893	0.00875	0.007849	0.023421	0.019609	0.000902	0.034645	0.011405	0.007162	0.144967	0.009416	0.000065	0.001237	0.015868	0.018332	0.003105	0.020125	0.001793	0.021232	0.000741	0.000446	0.000035	0.00018	0.004718	0.094709	0.000786	0.00313	0.000887	0.001022	0.00026	0.010674	0.003872	0.002329	0.009817	0.004603	0.005304	0.00584	0.017616	0.001432	0.000381	0.094509	0.00003	0.058732	0.002484	0.006331	0.013894	0.000065	0.000766	0.016749	0.006722	0.003451	0.000015	0.00006	0.000015	0.003356	0.00014	0.023751	0.000265	0.010638	0.044783	0.00001	0.00011	0.000005
87_D1	D1	87	0.007147	0.081682	0.063102	0.034516	0.024394	0.001522	0.005674	0.007142	0.016752	0.009691	0.000942	0.030129	0.009646	0.006686	0.131132	0.009345	0.00008	0.001337	0.017583	0.017223	0.002669	0.019792	0.001853	0.019176	0.000921	0.000326	0.000025	0.00023	0.00303	0.116398	0.000516	0.005043	0.000411	0.001297	0.000316	0.014168	0.006395	0.003986	0.010161	0.004903	0.00638	0.006175	0.01568	0.001097	0.000195	0.077455	0.00003	0.061014	0.002484	0.007137	0.012766	0.00004	0.000601	0.025441	0.006756	0.002519	0.000025	0.00007	0.000035	0.003225	0.00014	0.038783	0.000215	0.004938	0.039273	0.000035	0.000135	0.000015
88_D1	D1	88	0.006892	0.048463	0.064048	0.0474	0.038204	0.001912	0.010463	0.00498	0.02206	0.007192	0.001175	0.035554	0.010315	0.008382	0.155928	0.009161	0.000112	0.00119	0.018219	0.0144	0.00205	0.022497	0.001541	0.018535	0.001078	0.000224	0.000046	0.000209	0.003611	0.105674	0.000712	0.003922	0.000397	0.001302	0.000412	0.015127	0.00646	0.0038	0.012116	0.005915	0.005386	0.005859	0.018021	0.001368	0.000209	0.075375	0.000015	0.061281	0.00146	0.005661	0.013988	0.000041	0.001017	0.013616	0.007589	0.003744	0.000015	0.000071	0.00002	0.005976	0.000122	0.016398	0.00029	0.00356	0.047029	0.000041	0.000153	0.00002
90_D1	D1	90	0.006413	0.099902	0.063342	0.040501	0.036011	0.001958	0.005444	0.00411	0.0204	0.011299	0.001314	0.021588	0.006078	0.004931	0.137714	0.005571	0.000081	0.001547	0.013298	0.02143	0.001517	0.018604	0.001974	0.015469	0.001035	0.000482	0.000025	0.000299	0.003338	0.113372	0.000781	0.004515	0.000528	0.001395	0.000391	0.008919	0.00382	0.002319	0.007904	0.003577	0.005337	0.004165	0.015296	0.000802	0.000228	0.078405	0.000051	0.049456	0.008305	0.006195	0.01071	0.000025	0.000543	0.031628	0.006377	0.004424	0.000036	0.000056	0.000015	0.002953	0.000188	0.040659	0.000137	0.003881	0.036843	0.000015	0.000071	0
91_D1	D1	91	0.010083	0.074654	0.069577	0.057603	0.018381	0.003576	0.006082	0.004361	0.023893	0.021622	0.002811	0.022402	0.004581	0.003591	0.151098	0.004461	0.00009	0.001235	0.020327	0.028139	0.00122	0.021717	0.002021	0.021172	0.001145	0.00027	0.000045	0.00022	0.003306	0.119013	0.00057	0.004206	0.00044	0.00101	0.00024	0.007908	0.003501	0.002136	0.006022	0.002971	0.004336	0.003716	0.01605	0.000745	0.00017	0.059324	0.00009	0.054527	0.003956	0.004456	0.012669	0.000055	0.000475	0.021222	0.006277	0.002661	0.000015	0.00005	0.00002	0.002426	0.00035	0.034926	0.00029	0.013164	0.03017	0.000015	0.00014	0
0.25_D2	D2	0.25	0.000048	0.000048	0.000757	0.000287	0.003671	0.000041	0.000798	0.000846	0.000082	0.00002	0.000014	0.00056	0.013123	0.019715	0.000334	0.000512	0.001269	0.004074	0.000082	0.000123	0.002518	0.000068	0.000041	0.000184	0.000198	0.000007	0.000014	0.000362	0.000662	0.000778	0.000314	0.000177	0.00002	0.001781	0.001815	0.472393	0.181526	0.111668	0.048205	0.077391	0.018541	0.00013	0.000102	0.005575	0.000962	0.000512	0.000007	0.00045	0.000014	0.000676	0.000191	0.000205	0.004442	0.00002	0.000068	0.004067	0.000908	0.001474	0.000061	0.009055	0.000055	0.000014	0.000471	0.000007	0.00013	0.003487	0.001829	0.00002
1_D2	D2	1	0.002218	0.000218	0.000556	0.001305	0.002719	0.030233	0.002731	0.026794	0.003118	0.000109	0.004659	0.008756	0.040584	0.057256	0.014702	0.022383	0.006671	0.014974	0.000586	0.000097	0.013971	0.003354	0.000719	0.008823	0.005813	0.000919	0.00035	0.024329	0.005167	0.000592	0.003378	0.000224	0.000066	0.044566	0.012696	0.227805	0.058157	0.025163	0.071524	0.098191	0.025755	0.023374	0.011355	0.009119	0.004315	0.004164	0.001994	0.000284	0.000024	0.014491	0.000387	0.000786	0.012352	0.000036	0.002357	0.002194	0.005517	0.001994	0.002284	0.009131	0.010007	0.000048	0.002459	0.00006	0.001076	0.003656	0.003873	0.000435
2_D2	D2	2	0.001096	0.000085	0.013609	0.019367	0.005542	0.058504	0.007252	0.030587	0.014167	0.000513	0.008565	0.00942	0.026971	0.027877	0.187869	0.061486	0.003214	0.009002	0.031658	0.002409	0.007096	0.059188	0.000267	0.024693	0.002037	0.00772	0.003098	0.009485	0.005758	0.001579	0.003631	0.000151	0.00002	0.014363	0.005245	0.057624	0.020911	0.00951	0.030014	0.016133	0.014187	0.044769	0.048566	0.002585	0.002147	0.005859	0.009661	0.006125	0.00005	0.019458	0.008006	0.001116	0.002635	0.00004	0.014549	0.000533	0.002957	0.000684	0.001936	0.002369	0.004305	0.00004	0.002127	0.000181	0.002228	0.001826	0.002665	0.000674
3_D2	D2	3	0.000809	0.000169	0.036841	0.023846	0.011809	0.064131	0.013139	0.020614	0.008716	0.001643	0.003281	0.006354	0.027886	0.033987	0.126168	0.072768	0.00415	0.015249	0.034423	0.011833	0.002055	0.083122	0.000268	0.016321	0.001152	0.011183	0.005678	0.009525	0.0028	0.003172	0.002224	0.000228	0.000228	0.009133	0.006562	0.021404	0.008349	0.004591	0.035957	0.006229	0.017815	0.073155	0.049017	0.007674	0.005008	0.005544	0.009843	0.010543	0.000169	0.024982	0.015919	0.001072	0.001459	0.000273	0.011729	0.000869	0.00075	0.000223	0.001946	0.001832	0.005748	0.000074	0.001305	0.000238	0.001539	0.000983	0.001931	0.000362
5_D2	D2	5	0.001369	0.000318	0.020579	0.010941	0.014482	0.002571	0.009835	0.082173	0.006279	0.001394	0.000687	0.042521	0.033303	0.022705	0.019589	0.006753	0.000561	0.0015	0.00543	0.00299	0.055336	0.004784	0.001813	0.004854	0.001142	0.003248	0.000945	0.001702	0.079824	0.00199	0.018104	0.000323	0.00103	0.001692	0.000919	0.007733	0.002157	0.001041	0.008501	0.005738	0.002414	0.003127	0.002743	0.220243	0.180783	0.016704	0.00054	0.003607	0.000141	0.003223	0.004152	0.000571	0.020745	0.000328	0.001111	0.00246	0.001672	0.001616	0.000283	0.020255	0.000455	0.000197	0.020619	0.000429	0.001248	0.00053	0.000753	0.000192
7_D2	D2	7	0.001351	0.000611	0.020691	0.007293	0.001751	0.002392	0.008255	0.05179	0.002204	0.002451	0.001109	0.071105	0.008393	0.004467	0.008269	0.004729	0.000685	0.001918	0.004236	0.003891	0.018067	0.001711	0.004956	0.00534	0.0014	0.002825	0.001474	0.001785	0.225727	0.00251	0.193794	0.000533	0.001114	0.0032	0.000873	0.004615	0.001612	0.000838	0.002258	0.002323	0.001977	0.002687	0.002219	0.153192	0.067969	0.025449	0.000552	0.003511	0.000153	0.005143	0.00252	0.001469	0.008121	0.000754	0.000843	0.000296	0.000878	0.000483	0.000602	0.007372	0.000483	0.000173	0.025202	0.000197	0.001011	0.000809	0.000902	0.000483
8_D2	D2	8	0.005494	0.001085	0.013968	0.007794	0.007072	0.007145	0.003952	0.027324	0.007638	0.00243	0.006766	0.009165	0.033004	0.012545	0.006325	0.007389	0.001573	0.006631	0.004715	0.003479	0.061179	0.002872	0.008848	0.023351	0.007493	0.012068	0.004289	0.005857	0.025065	0.002981	0.010183	0.000514	0.00808	0.014633	0.003313	0.013812	0.003422	0.001906	0.010494	0.008744	0.005224	0.014706	0.004637	0.28305	0.159367	0.004533	0.001932	0.00296	0.000633	0.017707	0.002461	0.001558	0.014108	0.001189	0.000914	0.00215	0.001563	0.000904	0.002036	0.010079	0.002415	0.001397	0.050394	0.002051	0.000576	0.0023	0.003328	0.001231
9_D2	D2	9	0.001825	0.000486	0.029993	0.01164	0.011961	0.005238	0.006826	0.020421	0.002823	0.001391	0.003046	0.012395	0.021145	0.01479	0.007219	0.005052	0.000409	0.001681	0.003258	0.005156	0.029409	0.001458	0.001339	0.008052	0.002358	0.006118	0.002084	0.00272	0.019873	0.020933	0.006676	0.000512	0.001039	0.003615	0.000796	0.010834	0.003289	0.001551	0.004938	0.006785	0.001887	0.002513	0.001986	0.367755	0.192911	0.006448	0.001132	0.016915	0.000398	0.004251	0.010234	0.002756	0.026192	0.00046	0.000507	0.007617	0.001288	0.000579	0.000569	0.032325	0.00076	0.000522	0.014505	0.000584	0.001407	0.001138	0.000926	0.0003
10_D2	D2	10	0.001563	0.000569	0.066209	0.017276	0.04485	0.00664	0.020335	0.010774	0.002403	0.001178	0.003699	0.014192	0.005057	0.00478	0.00624	0.003407	0.000302	0.001076	0.003325	0.01058	0.008223	0.001332	0.001004	0.005477	0.001942	0.002802	0.000881	0.001778	0.02346	0.095469	0.009663	0.005641	0.000405	0.003627	0.000507	0.003991	0.000999	0.000523	0.001342	0.002408	0.000763	0.001932	0.001906	0.268977	0.17025	0.009258	0.001025	0.047181	0.000702	0.00292	0.019587	0.00374	0.014258	0.000364	0.000446	0.03341	0.00064	0.000225	0.000241	0.016559	0.000733	0.0004	0.005984	0.000359	0.001491	0.000241	0.000384	0.000097
