Sample_name	Group	Time_d	G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68
52_C1	C1	52	0.004376	0.002782	0.014752	0.226625	0.3177	0.00369	0.057485	0.004077	0.065395	0.006668	0.001313	0.003913	0.004732	0.002729	0.007879	0.005155	0.001229	0.005658	0.056328	0.062538	0.001237	0.0069	0.00406	0.033172	0.005742	0.000623	0.000218	0.002408	0.002123	0.000872	0.000988	0.000307	0.000045	0.008471	0.002217	0.001816	0.00045	0.000347	0.003815	0.000588	0.004767	0.006236	0.006156	0.001278	0.001153	0.002862	0.000512	0.000717	0.000427	0.017044	0.010456	0.001567	0.000142	0.001171	0.002951	0.001264	0.000134	0.000036	0.000369	0.000134	0.00114	0.000352	0.000214	0.004665	0.001224	0.000605	0.000948	0.000053
53_C1	C1	53	0.006949	0.003272	0.012946	0.200414	0.307394	0.00554	0.041332	0.006953	0.057493	0.006328	0.002136	0.004315	0.004928	0.002704	0.016579	0.00716	0.001255	0.00572	0.057735	0.08512	0.001471	0.011203	0.008133	0.031375	0.006707	0.00111	0.000317	0.00306	0.001321	0.001422	0.000524	0.000757	0.000119	0.009045	0.002479	0.001872	0.000511	0.000445	0.003708	0.000634	0.005174	0.005927	0.007283	0.001537	0.001643	0.002189	0.000845	0.000925	0.000572	0.016047	0.017425	0.001061	0.000141	0.000722	0.003289	0.003254	0.000172	0.000031	0.000467	0.000062	0.001365	0.000427	0.000304	0.003505	0.001114	0.000907	0.001022	0.000106
56_C1	C1	56	0.013294	0.005596	0.010204	0.247208	0.091399	0.007953	0.02519	0.010238	0.081175	0.02076	0.00307	0.004271	0.008295	0.004888	0.01487	0.0063	0.002241	0.011978	0.067052	0.079016	0.003046	0.011414	0.013925	0.049883	0.010816	0.002053	0.000516	0.004651	0.003094	0.000516	0.010122	0.00054	0.000275	0.016856	0.004087	0.003075	0.000607	0.00039	0.007731	0.001253	0.011322	0.009862	0.01031	0.002371	0.006681	0.003417	0.000959	0.000477	0.000516	0.031745	0.017569	0.011554	0.000125	0.001374	0.004555	0.000222	0.005505	0.000092	0.000762	0.000145	0.002386	0.001475	0.002772	0.010151	0.000921	0.001523	0.001248	0.000111
57_C1	C1	57	0.00593	0.005333	0.016804	0.196946	0.068401	0.004835	0.013088	0.013055	0.078304	0.01988	0.002825	0.004735	0.01196	0.006082	0.015704	0.00702	0.002199	0.010054	0.084802	0.152185	0.004721	0.0135	0.009533	0.055892	0.010239	0.001834	0.000469	0.005063	0.002005	0.000398	0.003546	0.000228	0.000498	0.014221	0.004238	0.002602	0.000446	0.000318	0.007461	0.001024	0.008869	0.00976	0.01013	0.002147	0.00657	0.001844	0.000559	0.000867	0.001123	0.031276	0.034253	0.004043	0.000185	0.00092	0.004513	0.00019	0.002332	0.00009	0.001038	0.000057	0.002223	0.000839	0.006229	0.007442	0.000844	0.001626	0.001403	0.000251
58_C1	C1	58	0.012058	0.012946	0.012321	0.306499	0.073699	0.008763	0.0201	0.018003	0.079338	0.026499	0.003687	0.003744	0.009995	0.005076	0.011322	0.005153	0.001705	0.007765	0.062839	0.078527	0.005157	0.009183	0.022473	0.041532	0.010148	0.003987	0.000893	0.004775	0.001714	0.000334	0.003114	0.000301	0.000177	0.013844	0.003343	0.002307	0.000377	0.000248	0.005621	0.000864	0.006275	0.007292	0.00798	0.002335	0.007793	0.001738	0.000969	0.000563	0.000692	0.022994	0.011614	0.00351	0.000153	0.002927	0.003142	0.000162	0.001285	0.000086	0.000845	0.000096	0.002421	0.002249	0.002641	0.016585	0.000707	0.001399	0.000888	0.000229
59_C1	C1	59	0.009854	0.021574	0.014602	0.254867	0.076638	0.006459	0.016419	0.018677	0.076388	0.028973	0.003146	0.004047	0.011715	0.005831	0.015148	0.005903	0.001942	0.010152	0.058464	0.097497	0.005634	0.011312	0.009499	0.047885	0.011254	0.001688	0.000408	0.004287	0.001362	0.00046	0.001554	0.000369	0.000489	0.015508	0.00421	0.003544	0.000633	0.000465	0.007639	0.00141	0.009763	0.009053	0.009356	0.00246	0.009394	0.001568	0.000614	0.00081	0.001755	0.030594	0.016707	0.00163	0.000302	0.003285	0.004042	0.00035	0.000595	0.000034	0.00058	0.000129	0.002335	0.002743	0.005879	0.014266	0.000997	0.001769	0.000983	0.000101
60_C1	C1	60	0.007417	0.008313	0.017922	0.285704	0.07417	0.002178	0.017602	0.024375	0.091539	0.023684	0.000806	0.003651	0.012574	0.006501	0.013093	0.006377	0.000763	0.008441	0.067416	0.062917	0.006268	0.018894	0.000319	0.05714	0.00837	0.00011	0.000043	0.001492	0.001368	0.000524	0.001039	0.000162	0.000067	0.010939	0.001859	0.004037	0.00082	0.00061	0.008494	0.001692	0.011778	0.011311	0.011563	0.002817	0.011916	0.001773	0.000286	0.000968	0.000639	0.035986	0.018723	0.001296	0.000281	0.001854	0.005458	0.000324	0.000281	0.000014	0.000262	0.000191	0.000724	0.001201	0.003646	0.013246	0.001506	0.000991	0.001196	0.000076
65_C1	C1	65	0.086161	0.003343	0.029526	0.234289	0.026232	0.015432	0.007486	0.105183	0.053099	0.002853	0.015971	0.032456	0.029589	0.009848	0.010367	0.011871	0.001232	0.005933	0.05013	0.067934	0.013555	0.009082	0.003823	0.020779	0.010489	0.001552	0.000194	0.002246	0.002295	0.000539	0.000466	0.000121	0.00081	0.009378	0.001824	0.005036	0.001208	0.000791	0.012109	0.002358	0.009058	0.006583	0.007466	0.003246	0.004958	0.00181	0.000524	0.001989	0.000315	0.014782	0.029856	0.000718	0.000636	0.000456	0.003677	0.000243	0.000092	0.000039	0.000383	0.000461	0.001494	0.000941	0.007704	0.001562	0.002367	0.000291	0.00064	0.000121
66_C1	C1	66	0.104435	0.002057	0.026745	0.20983	0.040113	0.024951	0.010486	0.131048	0.050891	0.003135	0.018535	0.030158	0.030889	0.009955	0.014684	0.011652	0.001555	0.005977	0.038323	0.039713	0.016083	0.01014	0.005504	0.018355	0.010462	0.001872	0.000195	0.002711	0.002613	0.000658	0.000439	0.000151	0.000644	0.010028	0.002116	0.005329	0.001219	0.000951	0.012042	0.002423	0.009433	0.006542	0.007171	0.003588	0.005002	0.001906	0.000497	0.001287	0.000268	0.013684	0.020251	0.000234	0.00098	0.000258	0.003832	0.000395	0.000112	0.000068	0.000575	0.000566	0.001804	0.000356	0.004314	0.002126	0.0041	0.00039	0.000995	0.0002
67_C1	C1	67	0.055628	0.006589	0.0244	0.187987	0.04034	0.020831	0.009565	0.197162	0.037695	0.00318	0.011174	0.039771	0.048387	0.012074	0.018653	0.021522	0.001619	0.005208	0.034242	0.037597	0.024459	0.006598	0.013829	0.012356	0.007109	0.002042	0.000272	0.002577	0.002037	0.000734	0.001449	0.000248	0.000457	0.00742	0.002198	0.005004	0.001162	0.000768	0.010873	0.002407	0.008451	0.006044	0.010275	0.004401	0.003944	0.002281	0.000525	0.00107	0.000914	0.010391	0.010231	0.003691	0.000982	0.001537	0.002883	0.000282	0.000156	0.000063	0.000822	0.000579	0.002033	0.001182	0.004046	0.001259	0.001819	0.000812	0.001444	0.000263
69_C1	C1	69	0.019756	0.007835	0.035002	0.174976	0.075623	0.007153	0.021723	0.190466	0.029392	0.006705	0.004412	0.031963	0.046431	0.012855	0.026344	0.020807	0.00279	0.006783	0.034973	0.04103	0.023408	0.013294	0.011916	0.012636	0.004358	0.00166	0.000321	0.002537	0.003116	0.000638	0.00148	0.000243	0.000161	0.006735	0.003399	0.006467	0.001656	0.001139	0.011443	0.003073	0.009471	0.006486	0.009929	0.002936	0.002118	0.010445	0.000448	0.001251	0.004086	0.011093	0.010411	0.001042	0.000716	0.002503	0.004178	0.000307	0.000229	0.000054	0.001247	0.000575	0.001222	0.000959	0.00318	0.001928	0.003569	0.000803	0.001802	0.000312
70_C1	C1	70	0.021254	0.007733	0.039779	0.162586	0.110182	0.007738	0.020167	0.154194	0.02725	0.009298	0.004706	0.029115	0.040904	0.012439	0.018402	0.01501	0.002747	0.006751	0.03708	0.070441	0.020642	0.011946	0.010584	0.014541	0.005873	0.001978	0.000674	0.003942	0.002505	0.00084	0.000977	0.000346	0.000517	0.008568	0.003501	0.005152	0.001281	0.000849	0.010745	0.002249	0.008615	0.005959	0.007439	0.00296	0.002946	0.003852	0.000702	0.001547	0.004654	0.011244	0.017942	0.000323	0.000693	0.002253	0.003103	0.000318	0.000128	0.000019	0.001414	0.000403	0.00176	0.001025	0.005992	0.003145	0.001665	0.001509	0.002467	0.000436
71_C1	C1	71	0.021642	0.008067	0.036506	0.207527	0.129371	0.005874	0.027193	0.122738	0.035897	0.017187	0.004933	0.017464	0.035958	0.011191	0.011688	0.013313	0.002281	0.004155	0.0418	0.077163	0.018209	0.011013	0.001621	0.019094	0.005298	0.000262	0.000066	0.001626	0.000834	0.00067	0.000351	0.000141	0.000333	0.004478	0.002075	0.00475	0.001199	0.000731	0.010882	0.002155	0.006844	0.005359	0.006062	0.002361	0.003452	0.001382	0.000201	0.001091	0.006507	0.011828	0.010339	0.000272	0.000609	0.002024	0.002947	0.000351	0.000164	0.000056	0.001513	0.000379	0.000646	0.000721	0.003776	0.00847	0.00075	0.001227	0.00252	0.000412
72_C1	C1	72	0.02926	0.003117	0.040333	0.186498	0.162756	0.007058	0.030488	0.096685	0.041426	0.011408	0.006281	0.016754	0.029958	0.011129	0.010138	0.010194	0.001545	0.004536	0.039384	0.061	0.020415	0.009333	0.000461	0.019411	0.005811	0.000149	0.00006	0.001773	0.001982	0.000437	0.000479	0.000116	0.000107	0.006188	0.002033	0.005141	0.001293	0.000735	0.010613	0.002954	0.006616	0.005457	0.005858	0.00455	0.018336	0.002001	0.000177	0.001582	0.005011	0.012162	0.01921	0.00033	0.001168	0.000628	0.003099	0.000247	0.000098	0.000116	0.000675	0.000758	0.000917	0.000237	0.012711	0.004131	0.001363	0.001079	0.001824	0.000219
73_C1	C1	73	0.075551	0.003773	0.029359	0.238379	0.12202	0.017176	0.028081	0.071468	0.051012	0.010435	0.015823	0.013451	0.025995	0.011158	0.007602	0.008945	0.003016	0.004919	0.044881	0.052215	0.016735	0.008908	0.001738	0.017454	0.006465	0.000244	0.000023	0.001095	0.001372	0.000493	0.000418	0.000108	0.00007	0.004914	0.001367	0.004369	0.001109	0.000564	0.009767	0.002711	0.00498	0.00498	0.00583	0.004289	0.010707	0.001964	0.000258	0.001019	0.003453	0.009152	0.016683	0.00047	0.001461	0.000813	0.003265	0.00024	0.00016	0.000052	0.000362	0.00078	0.001052	0.000395	0.00452	0.004097	0.001428	0.000639	0.001579	0.000188
74_C1	C1	74	0.070505	0.003709	0.02721	0.164821	0.186391	0.016213	0.040845	0.09124	0.037422	0.011151	0.015448	0.018274	0.02936	0.010621	0.008179	0.011048	0.001723	0.004573	0.033487	0.038441	0.022289	0.007034	0.003836	0.017241	0.007001	0.001052	0.000094	0.002033	0.001892	0.000394	0.000362	0.000117	0.000291	0.006902	0.002028	0.00608	0.001568	0.001089	0.011363	0.003118	0.007372	0.00462	0.004827	0.004216	0.013898	0.001784	0.000352	0.000831	0.001897	0.010907	0.01001	0.000277	0.001146	0.000822	0.002676	0.000249	0.000099	0.000075	0.000897	0.000845	0.001174	0.000502	0.004503	0.004691	0.000911	0.001437	0.002146	0.00039
77_C1	C1	77	0.172579	0.002522	0.014077	0.149251	0.182412	0.02615	0.030537	0.075743	0.032948	0.005108	0.031073	0.021758	0.020432	0.006877	0.006429	0.006688	0.004314	0.007519	0.02639	0.032334	0.01313	0.003709	0.003247	0.013047	0.010678	0.00187	0.00012	0.002134	0.002563	0.000517	0.000222	0.000074	0.001386	0.008646	0.00272	0.004337	0.001173	0.000744	0.00848	0.002161	0.005071	0.003214	0.003468	0.00309	0.007311	0.001658	0.000309	0.001002	0.000226	0.007454	0.011916	0.000291	0.000933	0.000402	0.001792	0.000411	0.000115	0.000042	0.000688	0.000896	0.001663	0.000369	0.005214	0.003182	0.001182	0.000614	0.001159	0.000226
78_C1	C1	78	0.067226	0.004547	0.009665	0.133243	0.221918	0.02024	0.042547	0.109272	0.039177	0.007064	0.015815	0.020667	0.027412	0.008081	0.006947	0.007673	0.003698	0.006937	0.023099	0.023156	0.01881	0.003834	0.004767	0.018707	0.010256	0.0018	0.001078	0.007945	0.00232	0.000342	0.000253	0.000145	0.000347	0.012196	0.004547	0.004458	0.001022	0.000623	0.008943	0.002531	0.00659	0.004598	0.004322	0.003848	0.017456	0.001467	0.002006	0.000689	0.000389	0.012904	0.006192	0.000216	0.001284	0.000708	0.002442	0.000389	0.000127	0.000066	0.003342	0.001073	0.003572	0.000572	0.005995	0.004092	0.000811	0.004003	0.005864	0.001673
79_C1	C1	79	0.120076	0.004444	0.013299	0.128398	0.207146	0.025424	0.039568	0.116207	0.02992	0.006959	0.022702	0.02783	0.027561	0.007784	0.009756	0.008841	0.002099	0.003902	0.022787	0.024254	0.016724	0.003326	0.008681	0.012148	0.007572	0.003501	0.000226	0.002217	0.003722	0.00059	0.000278	0.000165	0.000783	0.007312	0.002047	0.004354	0.001024	0.000712	0.008987	0.002387	0.005666	0.003147	0.003873	0.003236	0.009275	0.001972	0.000429	0.000783	0.000741	0.007718	0.004968	0.000198	0.001255	0.001052	0.001845	0.000401	0.000094	0.00008	0.00117	0.001198	0.001458	0.000571	0.004439	0.003156	0.000991	0.001646	0.002562	0.000359
80_C1	C1	80	0.071934	0.005831	0.011397	0.133244	0.2078	0.020171	0.045668	0.124201	0.035747	0.010005	0.014572	0.022464	0.032865	0.010086	0.008666	0.01077	0.00208	0.004939	0.023034	0.024162	0.024266	0.003948	0.012491	0.016808	0.007463	0.003165	0.000302	0.00276	0.002076	0.000387	0.000302	0.000189	0.000373	0.007694	0.00251	0.004269	0.000906	0.000519	0.010034	0.002439	0.005972	0.004382	0.004562	0.003519	0.012005	0.001939	0.000448	0.001009	0.001326	0.011397	0.003312	0.000208	0.001477	0.00184	0.002378	0.000231	0.000151	0.000075	0.001434	0.001519	0.001958	0.000929	0.003142	0.004911	0.000816	0.002179	0.003698	0.000651
81_C1	C1	81	0.08182	0.005552	0.011344	0.131526	0.222007	0.021771	0.04863	0.11548	0.030654	0.005369	0.016717	0.025553	0.032025	0.009949	0.01117	0.011391	0.003133	0.005641	0.025731	0.020137	0.022481	0.004909	0.008699	0.01318	0.008291	0.001381	0.000169	0.002973	0.003142	0.000348	0.000427	0.000244	0.000244	0.008497	0.003495	0.00466	0.001076	0.0007	0.009108	0.002485	0.005876	0.0038	0.004185	0.003457	0.009902	0.001874	0.00038	0.000827	0.000714	0.009183	0.005801	0.000329	0.001146	0.001442	0.001921	0.000301	0.000146	0.000061	0.001804	0.000921	0.001757	0.000925	0.003344	0.002823	0.001339	0.001456	0.001907	0.000272
84_C1	C1	84	0.009066	0.009858	0.016481	0.260939	0.184488	0.003734	0.049486	0.050529	0.042014	0.008981	0.002434	0.025798	0.030419	0.017586	0.015442	0.011941	0.002704	0.003824	0.047574	0.044163	0.016415	0.005679	0.003938	0.013302	0.003696	0.000574	0.000109	0.002111	0.001542	0.00055	0.00038	0.000783	0.000047	0.004265	0.002922	0.005422	0.001015	0.000498	0.013639	0.004369	0.005807	0.004972	0.007515	0.008055	0.008729	0.002908	0.000195	0.001129	0.003141	0.008497	0.007586	0.000213	0.00194	0.002998	0.002956	0.00037	0.000104	0.000043	0.001456	0.001177	0.000911	0.001518	0.001542	0.003359	0.001888	0.000783	0.001305	0.00019
85_C1	C1	85	0.064611	0.007754	0.020088	0.215692	0.199277	0.014568	0.040718	0.074342	0.032478	0.009217	0.01197	0.020752	0.020093	0.006071	0.011133	0.009969	0.004482	0.006422	0.036886	0.047453	0.021205	0.004515	0.007857	0.009464	0.006398	0.000963	0.000271	0.00194	0.002042	0.000795	0.000369	0.000383	0.000271	0.00551	0.002921	0.002412	0.000421	0.000393	0.004361	0.001337	0.002963	0.002781	0.003632	0.005445	0.013872	0.002285	0.000383	0.000851	0.003702	0.005894	0.012012	0.000341	0.00086	0.001898	0.001589	0.000411	0.000136	0.000033	0.000771	0.000631	0.001187	0.001178	0.003323	0.00207	0.002627	0.000523	0.000682	0.000117
86_C1	C1	86	0.049678	0.005261	0.030545	0.149091	0.250572	0.011907	0.059327	0.064746	0.020683	0.011898	0.008878	0.025654	0.033271	0.015319	0.013364	0.012019	0.003053	0.004467	0.02388	0.051074	0.017406	0.004621	0.003851	0.007991	0.006222	0.000555	0.000154	0.002339	0.003538	0.00098	0.000369	0.000415	0.000233	0.00505	0.002679	0.004262	0.00085	0.000551	0.010232	0.002917	0.00505	0.004103	0.005499	0.008089	0.010362	0.003463	0.000387	0.00119	0.005176	0.006147	0.010036	0.000294	0.001279	0.001377	0.00225	0.000345	0.000135	0.000061	0.001386	0.001139	0.001153	0.0007	0.003589	0.002572	0.002497	0.000457	0.001102	0.000257
87_C1	C1	87	0.065269	0.008322	0.028042	0.185838	0.209089	0.013482	0.046992	0.06278	0.036181	0.018058	0.011702	0.016475	0.017624	0.006477	0.010895	0.008181	0.004511	0.006949	0.031026	0.065176	0.017404	0.005753	0.005202	0.011474	0.006827	0.00063	0.000191	0.001789	0.00212	0.000714	0.000383	0.000406	0.000168	0.006029	0.002671	0.00268	0.00063	0.000486	0.004716	0.001681	0.003241	0.002979	0.004067	0.005282	0.01231	0.00255	0.000369	0.000939	0.007061	0.006342	0.010054	0.000313	0.000953	0.002036	0.001989	0.000332	0.000163	0.000028	0.000644	0.000761	0.001172	0.001032	0.002895	0.002652	0.003591	0.000444	0.000668	0.000107
88_C1	C1	88	0.01102	0.010021	0.024168	0.243575	0.216158	0.002618	0.055061	0.072114	0.044602	0.015371	0.002557	0.022383	0.020076	0.007177	0.015508	0.009621	0.002049	0.002713	0.040133	0.044856	0.019652	0.008416	0.001111	0.011048	0.001973	0.000094	0.000014	0.000937	0.002524	0.000932	0.000344	0.000217	0.000028	0.001808	0.001959	0.003132	0.000758	0.000405	0.005458	0.001672	0.002764	0.00357	0.005279	0.005623	0.013379	0.003626	0.000052	0.001714	0.002147	0.005274	0.009612	0.00025	0.000932	0.002524	0.002275	0.000499	0.000174	0.000094	0.000857	0.001022	0.000443	0.001248	0.002816	0.004285	0.003739	0.000381	0.000932	0.000221
90_C1	C1	90	0.084467	0.011132	0.020444	0.123141	0.270839	0.021063	0.052469	0.055921	0.020266	0.010358	0.014812	0.027013	0.033057	0.020416	0.013776	0.010358	0.002185	0.003535	0.019286	0.017949	0.012838	0.006522	0.004628	0.008918	0.00655	0.0006	0.000244	0.00309	0.00324	0.001435	0.000436	0.001613	0.000263	0.005533	0.002354	0.006907	0.000957	0.000577	0.015506	0.005702	0.006874	0.004281	0.005983	0.010222	0.007001	0.003287	0.000802	0.001449	0.001158	0.007315	0.005453	0.000164	0.002021	0.002541	0.002607	0.000614	0.00007	0.000028	0.00151	0.001444	0.001749	0.00151	0.001937	0.003845	0.003442	0.000483	0.001505	0.000305
91_C1	C1	91	0.059248	0.005217	0.028901	0.187842	0.182924	0.014361	0.062266	0.070926	0.027944	0.008399	0.011769	0.029825	0.032393	0.014052	0.016905	0.011586	0.004681	0.006576	0.035903	0.018466	0.019545	0.00853	0.002901	0.008559	0.007045	0.000542	0.000102	0.001509	0.0041	0.00146	0.001431	0.00058	0.000222	0.00559	0.002084	0.006949	0.001891	0.001127	0.010759	0.003602	0.006446	0.004299	0.005628	0.008041	0.006363	0.006944	0.000251	0.001857	0.000783	0.007282	0.007819	0.001746	0.001775	0.00146	0.002461	0.000803	0.000343	0.0003	0.000522	0.00234	0.000933	0.000527	0.002718	0.002708	0.00558	0.000247	0.000914	0.000198
0.25_C2	C2	0.25	0.000138	0.000151	0.000697	0.000303	0.005906	0.000263	0.000954	0.001644	0.000164	0.000105	0.000079	0.001394	0.012042	0.015061	0.000421	0.000625	0.001855	0.005761	0.000118	0.000105	0.004288	0.000105	0.000072	0.000368	0.000612	0.000033	0.00002	0.000914	0.001217	0.001809	0.001	0.000375	0.000046	0.003986	0.002887	0.452101	0.174291	0.100914	0.05028	0.089214	0.019921	0.000395	0.000224	0.007576	0.00121	0.000487	0.000026	0.000592	0.000039	0.001999	0.000132	0.000474	0.004492	0.000079	0.000066	0.012812	0.001342	0.002052	0.000178	0.008596	0.000197	0.00002	0.000802	0.000013	0.000132	0.002545	0.00125	0.000033
1_C2	C2	1	0.000721	0.00007	0.000843	0.002815	0.001943	0.021856	0.007345	0.033563	0.004612	0.000012	0.003891	0.012196	0.051407	0.077444	0.030126	0.031534	0.00481	0.011324	0.001698	0.000087	0.019303	0.010079	0.000233	0.010341	0.003792	0.000582	0.000308	0.016947	0.003367	0.000343	0.002425	0.000186	0.000052	0.021984	0.008735	0.216991	0.049673	0.021903	0.078631	0.07342	0.026736	0.029609	0.016994	0.007456	0.003711	0.009038	0.003088	0.000395	0.000029	0.016599	0.001367	0.00068	0.008619	0.000012	0.003897	0.001652	0.005926	0.001977	0.001844	0.005979	0.00513	0.000012	0.002123	0.000029	0.003583	0.002803	0.002763	0.000361
2_C2	C2	2	0.001413	0.000076	0.019755	0.019882	0.006986	0.046012	0.00873	0.020025	0.017547	0.000663	0.002794	0.00769	0.025165	0.027822	0.117117	0.062998	0.003615	0.010959	0.042422	0.00383	0.005732	0.097393	0.000178	0.029576	0.001407	0.009317	0.004406	0.010918	0.002336	0.002636	0.001581	0.000107	0.000036	0.013401	0.005492	0.061136	0.021407	0.009964	0.041111	0.016333	0.016823	0.054548	0.040805	0.002662	0.002315	0.004304	0.006359	0.010647	0.000041	0.024875	0.010515	0.000933	0.002198	0.000138	0.017603	0.000903	0.003207	0.000897	0.002524	0.001948	0.005196	0.000041	0.001882	0.000265	0.001897	0.002346	0.003366	0.000796
3_C2	C2	3	0.002322	0.000377	0.051086	0.023668	0.005462	0.056384	0.009956	0.022968	0.00952	0.002004	0.004063	0.009986	0.029383	0.038749	0.124729	0.060388	0.004891	0.017254	0.034507	0.011841	0.001791	0.058934	0.000685	0.018434	0.002332	0.006727	0.003914	0.01455	0.002719	0.007893	0.001582	0.000496	0.001161	0.015493	0.00694	0.019089	0.006479	0.004003	0.030132	0.006464	0.02019	0.074392	0.054226	0.00702	0.005382	0.005308	0.006776	0.016991	0.000169	0.029125	0.017154	0.000734	0.001151	0.00058	0.010259	0.00067	0.000868	0.000223	0.002257	0.001458	0.008096	0.000273	0.001478	0.000635	0.001622	0.001235	0.00187	0.000501
5_C2	C2	5	0.006941	0.001545	0.0312	0.052239	0.010625	0.008269	0.009447	0.068113	0.023137	0.004313	0.002048	0.053638	0.028503	0.009895	0.154869	0.028246	0.001656	0.007288	0.012885	0.013967	0.01449	0.013217	0.004761	0.067434	0.004172	0.010705	0.003664	0.003735	0.011163	0.001807	0.006181	0.000413	0.009442	0.019604	0.003206	0.006095	0.001928	0.001012	0.007308	0.003151	0.005043	0.008486	0.036037	0.077877	0.056592	0.007061	0.000619	0.00375	0.005154	0.026087	0.007212	0.001007	0.003609	0.0023	0.010907	0.000876	0.000237	0.000151	0.001173	0.002668	0.000866	0.00078	0.010308	0.001374	0.003719	0.001731	0.001585	0.000478
7_C2	C2	7	0.002197	0.002251	0.05481	0.016907	0.002531	0.004565	0.00526	0.073077	0.005619	0.003152	0.001266	0.065153	0.013613	0.006294	0.027339	0.011859	0.000547	0.002512	0.004511	0.016494	0.010978	0.005319	0.004014	0.019439	0.001482	0.006048	0.002167	0.001468	0.173419	0.001522	0.113753	0.000345	0.000822	0.006432	0.001108	0.005807	0.002246	0.001093	0.003226	0.002221	0.002221	0.003896	0.005201	0.15231	0.073634	0.019744	0.000428	0.001955	0.008668	0.007392	0.002797	0.000901	0.005043	0.003088	0.001867	0.000414	0.000374	0.000167	0.000497	0.011032	0.000424	0.00032	0.011224	0.000537	0.000936	0.000803	0.000916	0.000345
8_C2	C2	8	0.005876	0.003291	0.083957	0.02052	0.011893	0.011444	0.012856	0.028881	0.017588	0.00389	0.00831	0.043147	0.016817	0.007957	0.030488	0.013183	0.004067	0.008879	0.006889	0.014196	0.011404	0.006697	0.034132	0.038032	0.008627	0.019407	0.010981	0.009136	0.082606	0.002716	0.119132	0.001477	0.002147	0.020833	0.005548	0.006007	0.001708	0.001099	0.004404	0.003518	0.006113	0.022405	0.013007	0.07283	0.039816	0.015562	0.002968	0.002862	0.005664	0.020667	0.003457	0.002842	0.001492	0.003316	0.001774	0.00131	0.000393	0.000096	0.003528	0.001169	0.002646	0.001466	0.015078	0.001975	0.001169	0.004853	0.00578	0.002021
